mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
28	27	157/2	157/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	63	Eb4	4	246
28	27	157/2	157/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	248
28	27	157/2	157/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	248
28	27	157/2	157/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	63	Eb4	4	247
28	27	157/2	157/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	0	72	C5	5	247
28	27	157/2	157/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	247
28	27	79	79	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	249
28	27	79	79	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	249
28	27	79	79	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	249
28	27	79	79	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	249
28	27	159/2	159/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	250
28	27	159/2	159/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	250
28	27	159/2	159/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	250
28	27	159/2	159/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	250
28	27	81	81	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	251
28	27	81	81	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	251
28	27	81	81	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	251
28	27	81	81	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	251
29	28	163/2	163/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-3	63	Eb4	4	252
29	28	163/2	163/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	0	72	C5	5	252
29	28	163/2	163/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	-1	-3	75	Eb5	5	252
29	28	165/2	165/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	257
29	28	165/2	165/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	257
29	28	165/2	165/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	257
29	28	165/2	165/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	257
29	28	84	84	0.125	5/8	5/8	6/8	1	1	1/32		1/32	1		-4	80	Ab5	5	253
29	28	673/8	673/8	0.125	21/32	21/32	6/8	1	1	1/32		1/32	1		-2	82	Bb5	5	254
29	28	337/4	337/4	0.125	11/16	11/16	6/8	1	1	1/32		1/32	1		0	84	C6	6	255
29	28	675/8	675/8	0.125	23/32	23/32	6/8	1	1	1/32		1/32	1		-5	85	Db6	6	256
30	29	169/2	169/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	84	C6	6	258
30	29	169/2	169/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	87	Eb6	6	258
30	29	169/2	169/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	75	Eb5	5	259
30	29	169/2	169/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	263
30	29	169/2	169/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	263
30	29	169/2	169/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	75	Eb5	5	260
30	29	169/2	169/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	0	84	C6	6	260
30	29	169/2	169/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-3	87	Eb6	6	260
30	29	85	85	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	264
30	29	85	85	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	264
30	29	85	85	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	264
30	29	85	85	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	264
30	29	171/2	171/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	265
30	29	171/2	171/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	265
30	29	171/2	171/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	265
30	29	171/2	171/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	265
30	29	86	86	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	261
30	29	86	86	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	0	84	C6	6	261
30	29	86	86	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-3	87	Eb6	6	261
30	29	87	87	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	266
30	29	87	87	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	266
30	29	87	87	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	266
30	29	87	87	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	266
30	29	87	87	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	73	Db5	5	262
30	29	87	87	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-2	82	Bb5	5	262
30	29	87	87	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-5	85	Db6	6	262
31	30	175/2	175/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	267
31	30	175/2	175/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	84	C6	6	267
31	30	175/2	175/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	0	72	C5	5	268
31	30	175/2	175/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	272
31	30	175/2	175/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	272
31	30	175/2	175/2	1.0	0	0	6/8	1	1	1/4		1/4	1		0	72	C5	5	269
31	30	175/2	175/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-4	80	Ab5	5	269
31	30	175/2	175/2	1.0	0	0	6/8	1	1	1/4		1/4	1		0	84	C6	6	269
31	30	88	88	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	273
31	30	88	88	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	273
31	30	88	88	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	273
31	30	88	88	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	273
31	30	177/2	177/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	274
31	30	177/2	177/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	274
31	30	177/2	177/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	274
31	30	177/2	177/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	274
31	30	177/2	177/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-2	70	Bb4	4	270
31	30	177/2	177/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-6	78	Gb5	5	270
31	30	177/2	177/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-2	82	Bb5	5	270
31	30	89	89	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	271
31	30	89	89	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	271
31	30	89	89	1.5	3/8	3/8	6/8	1	1	3/8		1/4	3/2		-2	82	Bb5	5	271
31	30	90	90	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	275
31	30	90	90	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	275
31	30	90	90	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	275
31	30	90	90	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	275
32	31	181/2	181/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-1	77	F5	5	276
32	31	181/2	181/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-4	80	Ab5	5	276
32	31	181/2	181/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-4	68	Ab4	4	277
32	31	181/2	181/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	281
32	31	181/2	181/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	281
32	31	181/2	181/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	68	Ab4	4	278
32	31	181/2	181/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	278
32	31	181/2	181/2	1.5	0	0	6/8	1	1	3/8		1/4	3/2	1	-4	80	Ab5	5	278
32	31	91	91	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	282
32	31	91	91	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	282
32	31	91	91	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	282
32	31	91	91	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	282
32	31	183/2	183/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	283
32	31	183/2	183/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	283
32	31	183/2	183/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	283
32	31	183/2	183/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	283
32	31	92	92	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	68	Ab4	4	279
32	31	92	92	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-1	77	F5	5	279
32	31	92	92	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	279
32	31	93	93	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	284
32	31	93	93	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	284
32	31	93	93	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	284
32	31	93	93	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	284
32	31	93	93	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	280
32	31	93	93	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77	F5	5	280
32	31	93	93	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	280
33	32	187/2	187/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-6	78	Gb5	5	285
33	32	187/2	187/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-2	82	Bb5	5	285
33	32	187/2	187/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-2	70	Bb4	4	286
33	32	187/2	187/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	293
33	32	187/2	187/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	293
33	32	187/2	187/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-2	70	Bb4	4	287
33	32	187/2	187/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-6	78	Gb5	5	287
33	32	187/2	187/2	1.0	0	0	6/8	1	1	1/4		1/4	1		-2	82	Bb5	5	287
33	32	94	94	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	294
33	32	94	94	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	294
33	32	94	94	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	294
33	32	94	94	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	294
33	32	189/2	189/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	295
33	32	189/2	189/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	295
33	32	189/2	189/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	295
33	32	189/2	189/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	295
33	32	189/2	189/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		0	72	C5	5	288
33	32	189/2	189/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	288
33	32	189/2	189/2	0.5	1/4	1/4	6/8	1	1	1/8		1/8	1		0	84	C6	6	288
33	32	95	95	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-6	78	Gb5	5	289
33	32	95	95	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1		-2	82	Bb5	5	289
33	32	95	95	0.0	3/8	3/8	6/8	1	1	0	grace16	1/16	1	0	-2	70	Bb4	4	290
33	32	95	95	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	70	Bb4	4	291
33	32	95	95	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-6	78	Gb5	5	291
33	32	95	95	1.0	3/8	3/8	6/8	1	1	1/4		1/4	1		-2	82	Bb5	5	291
33	32	96	96	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	296
33	32	96	96	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	296
33	32	96	96	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	296
33	32	96	96	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	296
33	32	96	96	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	68	Ab4	4	292
33	32	96	96	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-1	77	F5	5	292
33	32	96	96	0.5	5/8	5/8	6/8	1	1	1/8		1/8	1		-4	80	Ab5	5	292
34	33	193/2	193/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		0	72	C5	5	297
34	33	193/2	193/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1		-3	75	Eb5	5	297
34	33	193/2	193/2	0.0	0	0	6/8	1	1	0	grace16	1/16	1	0	-3	63	Eb4	4	298
34	33	193/2	193/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	37	Db2	2	300
34	33	193/2	193/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	300
34	33	193/2	193/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	63	Eb4	4	299
34	33	193/2	193/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	0	72	C5	5	299
34	33	193/2	193/2	3.0	0	0	6/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	299
34	33	97	97	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	301
34	33	97	97	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	301
34	33	97	97	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	301
34	33	97	97	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	301
34	33	195/2	195/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	302
34	33	195/2	195/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	302
34	33	195/2	195/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	302
34	33	195/2	195/2	0.5	1/4	1/4	6/8	2	1	1/8		1/8	1		0	60	C4	4	302
34	33	99	99	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	303
34	33	99	99	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	303
34	33	99	99	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	303
34	33	99	99	0.5	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	303
35	34	199/2	199/2	0.5	0	0	6/8	2	1	1/8		1/8	1		-5	49	Db3	3	321
35	34	199/2	199/2	1.0	0	0	6/8	1	1	1/4		1/4	1	-1	-3	63	Eb4	4	304
35	34	199/2	199/2	1.0	0	0	6/8	1	1	1/4		1/4	1	-1	0	72	C5	5	304
35	34	199/2	199/2	1.0	0	0	6/8	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	304
35	34	100	100	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-3	51	Eb3	3	322
35	34	100	100	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-6	54	Gb3	3	322
35	34	100	100	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		-4	56	Ab3	3	322
35	34	100	100	0.5	1/8	1/8	6/8	2	1	1/8		1/8	1		0	60	C4	4	322
35	34	201/2	201/2	0.125	1/4	1/4	6/8	1	1	1/32		1/32	1		-4	68	Ab4	4	305
35	34	805/8	805/8	0.125	9/32	9/32	6/8	1	1	1/32		1/32	1		1	67	G4	4	306
35	34	403/4	403/4	0.125	5/16	5/16	6/8	1	1	1/32		1/32	1		-4	68	Ab4	4	307
35	34	807/8	807/8	0.125	11/32	11/32	6/8	1	1	1/32		1/32	1		-2	70	Bb4	4	308
35	34	101	101	0.125	3/8	3/8	6/8	1	1	1/32		1/32	1		0	72	C5	5	309
35	34	809/8	809/8	0.125	13/32	13/32	6/8	1	1	1/32		1/32	1		-5	73	Db5	5	310
35	34	405/4	405/4	0.125	7/16	7/16	6/8	1	1	1/32		1/32	1		-3	75	Eb5	5	311
35	34	811/8	811/8	0.125	15/32	15/32	6/8	1	1	1/32		1/32	1		-1	77	F5	5	312
35	34	203/2	203/2	0.125	1/2	1/2	6/8	1	1	1/32		1/32	1		-6	78	Gb5	5	313
